,timestamp,Count,open,high,low,close,volume,Asset_ID,human_asset_name
0,2018-01-01,18441.0,8.53,8.7,7.8,8.45,662478.46,0,Binance Coin
1,2018-01-01,365257.0,13835.194,14442.9,12750.0,13432.918,57823.03845514,1,Bitcoin
2,2018-01-01,59257.0,2376.58,2444.0,2241.3,2321.52,23301.798662920002,2,Bitcoin Cash
3,2018-01-01,14507.0,7.6596,7.95,7.2,7.638,1833029.96034652,5,EOS.IO
4,2018-01-01,178492.0,738.3025,772.98,716.8,755.8725,273636.34203372,6,Ethereum
5,2018-01-01,35345.0,25.92,32.5,25.034,29.4985,1366330.55981185,7,Ethereum Classic
6,2018-01-01,120933.0,225.33,237.77,212.74,224.108,478920.04507086,9,Litecoin
7,2018-01-01,9389.0,329.09,348.3,316.06,341.175,28489.85445223,11,Monero
8,2018-01-02,29995.0,8.45,9.1133,8.0922,8.715,1264501.51,0,Binance Coin
9,2018-01-02,574564.0,13427.492000000002,15500.0,12798.0,14746.112,105520.43539583,1,Bitcoin
10,2018-01-02,114865.0,2320.8866666666668,2745.5,2207.4,2555.44,58366.49306014,2,Bitcoin Cash
11,2018-01-02,26581.0,7.6401,8.6,7.622000000000001,8.2968,4289303.72753681,5,EOS.IO
12,2018-01-02,405855.0,756.2249999999998,899.5,749.06,860.765,851993.7688033599,6,Ethereum
13,2018-01-02,37831.0,29.4995,35.0,29.12,31.803,1350838.65446555,7,Ethereum Classic
14,2018-01-02,247746.0,223.74,265.0,222.62,251.226,1180048.43022716,9,Litecoin
15,2018-01-02,16220.0,340.35,373.74,320.0,364.135,70793.68246596,11,Monero
16,2018-01-03,24624.0,8.7151,9.4697,8.2653,9.304,948822.29,0,Binance Coin
17,2018-01-03,518239.0,14748.295999999998,15599.7,14150.0,15101.994,83836.04063587,1,Bitcoin
18,2018-01-03,104420.0,2553.57,2789.0,2501.0,2553.175,44169.79277447,2,Bitcoin Cash
19,2018-01-03,26200.0,8.3205,9.4345,7.8343,9.43,4015033.7332313,5,EOS.IO
20,2018-01-03,335488.0,860.1475,954.73,810.0,938.3775,672627.37521778,6,Ethereum
21,2018-01-03,26383.0,31.871,33.79,29.831,33.233999999999995,806612.37961399,7,Ethereum Classic
22,2018-01-03,192320.0,251.22,261.49,233.56,243.0,838133.33060084,9,Litecoin
23,2018-01-03,13651.0,365.16,390.0,359.01,385.275,54024.79202126,11,Monero
24,2018-01-04,27035.0,9.304,9.6511,8.5595,9.143,986962.31,0,Binance Coin
25,2018-01-04,565945.0,15102.012,15500.1,13918.04,15154.76,101131.76173246,1,Bitcoin
26,2018-01-04,100805.0,2558.48,2577.1,2294.8,2358.2466666666664,54649.56402689,2,Bitcoin Cash
27,2018-01-04,46131.0,9.43,10.503,9.15,9.4706,7357693.09257644,5,EOS.IO
28,2018-01-04,363372.0,937.845,1009.72,890.01,943.0325,746365.6230314199,6,Ethereum
29,2018-01-04,42689.0,33.194500000000005,39.02,30.499,34.0715,1536201.4640576001,7,Ethereum Classic
30,2018-01-04,230012.0,243.026,246.92,219.38,237.514,1067253.13464459,9,Litecoin
31,2018-01-04,14928.0,385.03,391.79,352.29,372.5,54379.37879714,11,Monero
32,2018-01-05,44965.0,9.135,16.8172,8.9651,14.8908,2765967.8000000003,0,Binance Coin
33,2018-01-05,595440.0,15154.766,17200.0,14600.0,16949.879999999994,108707.00114329,1,Bitcoin
34,2018-01-05,114272.0,2358.28,2530.9,2282.0,2388.633333333333,57067.27100544,2,Bitcoin Cash
35,2018-01-05,25094.0,9.4704,9.85,8.5079,9.2892,4014992.33262543,5,EOS.IO
36,2018-01-05,369258.0,942.9225,1045.0,900.0,962.335,664130.98178325,6,Ethereum
37,2018-01-05,35088.0,34.0655,36.0,30.333,31.10100000000001,1119624.60280933,7,Ethereum Classic
38,2018-01-05,213587.0,237.534,260.0,230.0,243.052,1025174.06848701,9,Litecoin
39,2018-01-05,15272.0,372.5,388.0,340.03,353.44,59224.28017368,11,Monero
40,2018-01-06,59765.0,14.8908,23.6,14.6999,22.6,3130487.22,0,Binance Coin
41,2018-01-06,468565.0,16949.738,17252.0,16011.21,17117.4425,69418.09612383001,1,Bitcoin
42,2018-01-06,174319.0,2390.105,2649.0,2315.1,2527.54,56904.33640873,2,Bitcoin Cash
43,2018-01-06,23733.0,9.2895,9.899,8.7187,9.8285,2830369.53211068,5,EOS.IO
44,2018-01-06,262719.0,961.865,1017.56,950.0,1003.155,334117.05275821,6,Ethereum
45,2018-01-06,23716.0,31.1195,35.107,30.705,33.948,748245.4725383,7,Ethereum Classic
46,2018-01-06,319601.0,243.19,315.0,238.73,278.442,1613712.61505452,9,Litecoin
47,2018-01-06,15883.0,356.125,395.49,350.08,391.005,77286.61286504,11,Monero
48,2018-01-07,40132.0,22.6,22.6599,18.05,18.594,1544315.03,0,Binance Coin
49,2018-01-07,386388.0,17112.744,17178.0,15610.0,16158.133999999998,60614.313687600006,1,Bitcoin
50,2018-01-07,181473.0,2527.46,2758.9,2454.3,2524.755,56708.09372228,2,Bitcoin Cash
51,2018-01-07,31842.0,9.8256,10.9,9.7553,10.131,3491593.33240434,5,EOS.IO
52,2018-01-07,258599.0,1003.345,1125.0,997.87,1113.7975,444145.33180037,6,Ethereum
53,2018-01-07,27174.0,33.957,36.58,33.632,35.2265,837639.6232892,7,Ethereum Classic
54,2018-01-07,159961.0,278.1775,289.0,252.4,270.8275,736356.2769354,9,Litecoin
55,2018-01-07,24100.0,391.01,420.0,380.0,397.645,81415.58571191,11,Monero
56,2018-01-08,43767.0,18.5375,19.2999,14.0018,17.9971,2113517.35,0,Binance Coin
57,2018-01-08,592165.0,16195.0125,16322.3,12812.0,14965.174,113360.69508113,1,Bitcoin
58,2018-01-08,125114.0,2524.895,2590.2,2192.6,2402.81,56050.53657001,2,Bitcoin Cash
59,2018-01-08,38668.0,10.151,10.39,8.1348,9.5985,4849075.45764598,5,EOS.IO
60,2018-01-08,482598.0,1113.7975,1239.18,910.0,1134.0725,947577.21351699,6,Ethereum
61,2018-01-08,49517.0,35.365,38.563,28.25,33.711,1690921.3463419902,7,Ethereum Classic
62,2018-01-08,216246.0,270.9875,274.0,212.74,253.952,1094918.89598495,9,Litecoin
63,2018-01-08,18768.0,397.775,406.23,345.67,400.87,70420.97365182001,11,Monero
64,2018-01-09,38064.0,18.04,20.6114,16.435,17.399,1310204.19,0,Binance Coin
65,2018-01-09,485952.0,14963.832,15500.0,14011.05,14445.22,81327.34378542,1,Bitcoin
66,2018-01-09,93463.0,2405.666666666667,2493.0,2303.1,2374.876666666667,40613.69944043,2,Bitcoin Cash
67,2018-01-09,19287.0,9.5834,9.7429,8.74,9.2169,2251386.4111358803,5,EOS.IO
68,2018-01-09,409380.0,1133.8975,1326.5,1104.85,1287.45,703620.0800446,6,Ethereum
69,2018-01-09,37876.0,33.706,38.989,31.029,37.6655,1160366.4451552301,7,Ethereum Classic
70,2018-01-09,168841.0,253.6,290.0,228.24,245.806,804534.77380524,9,Litecoin
71,2018-01-09,28797.0,401.435,448.74,392.02,411.23,119925.88900422,11,Monero
72,2018-01-10,38650.0,17.3992,17.5554,14.6004,17.5,1173154.1700000002,0,Binance Coin
73,2018-01-10,581870.0,14447.802,14979.0,13131.31,14900.742000000002,108754.7597895,1,Bitcoin
74,2018-01-10,186286.0,2373.1066666666666,2956.0,2231.0,2856.856666666666,124175.24428544,2,Bitcoin Cash
75,2018-01-10,43821.0,9.2353,11.48,8.3625,11.2,7984312.5796513,5,EOS.IO
76,2018-01-10,542941.0,1287.2025,1440.0,1200.0,1246.49,921530.91084383,6,Ethereum
77,2018-01-10,48372.0,37.663,39.0,32.4,36.344,1537137.31272735,7,Ethereum Classic
78,2018-01-10,197737.0,245.53000000000003,254.97,225.05,249.37,869643.17342784,9,Litecoin
79,2018-01-10,21504.0,409.87,426.0,360.41,402.85,92618.91454352,11,Monero
80,2018-01-11,78498.0,17.5,23.1079,13.66,21.2024,3542368.83,0,Binance Coin
81,2018-01-11,698316.0,14904.432,15055.0,11400.0,13268.79,153523.93234113549,1,Bitcoin
82,2018-01-11,149643.0,2855.003333333333,2960.0,2310.0,2435.08,118185.3162838809,2,Bitcoin Cash
83,2018-01-11,58106.0,11.2,12.459,8.9,11.272,10416486.50839001,5,EOS.IO
84,2018-01-11,522036.0,1246.9325,1335.0,1021.0,1137.964,965508.5233120073,6,Ethereum
85,2018-01-11,39711.0,36.368,37.7,29.627,32.504999999999995,1286721.4045049457,7,Ethereum Classic
86,2018-01-11,214346.0,249.376,254.0,195.03,225.904,1139425.3106084731,9,Litecoin
87,2018-01-11,16476.0,403.41,417.72,340.0,352.38,65665.27921857001,11,Monero
88,2018-01-12,77057.0,21.1022,25.18,19.1,22.1999,2902338.37,0,Binance Coin
89,2018-01-12,560132.0,13270.808,14152.19,12500.0,13782.484,89257.00510746115,1,Bitcoin
90,2018-01-12,120840.0,2435.600000000001,2649.99,2336.84,2593.6075,67527.02156753691,2,Bitcoin Cash
91,2018-01-12,81149.0,11.276,15.24,10.565,13.802,12856450.34550206,5,EOS.IO
92,2018-01-12,398064.0,1138.102,1290.0,1069.01,1256.4625,616994.221831947,6,Ethereum
93,2018-01-12,54345.0,32.507000000000005,36.894,31.011,35.707,1407108.2448133691,7,Ethereum Classic
94,2018-01-12,159007.0,225.644,242.0,213.01,234.624,702394.1913196684,9,Litecoin
95,2018-01-12,11097.0,352.67,392.0,340.0,388.2,38139.60207518,11,Monero
96,2018-01-13,39205.0,22.1999,23.4998,21.04,22.1,1080799.81,0,Binance Coin
97,2018-01-13,507832.0,13793.236,17200.0,13266.3,14233.503333333332,68684.37055550673,1,Bitcoin
98,2018-01-13,130015.0,2596.6475,2900.0,2000.0,2661.4833333333336,80219.738913378,2,Bitcoin Cash
99,2018-01-13,112994.0,13.802,18.67,13.431,16.0,17593132.102231998,5,EOS.IO
100,2018-01-13,407430.0,1256.908,1594.89,1200.1,1386.3016666666665,584902.5232278309,6,Ethereum
101,2018-01-13,78334.0,35.707,147.477,33.8,42.083,2412510.212124445,7,Ethereum Classic
102,2018-01-13,173431.0,234.626,266.65,230.7,258.718,812002.5699631417,9,Litecoin
103,2018-01-13,18511.0,388.2,455.98,0.01,416.12,67210.80027484,11,Monero
104,2018-01-14,37926.0,22.0252,22.1,18.21,20.4541,1387112.43,0,Binance Coin
105,2018-01-14,557269.0,14233.051666666668,14500.0,12569.2,13587.838333333331,80630.6453227718,1,Bitcoin
106,2018-01-14,113874.0,2663.656,2746.5,2400.0,2532.67,55860.15142235227,2,Bitcoin Cash
107,2018-01-14,64319.0,16.0,16.134,12.888,13.25,7498982.901241784,5,EOS.IO
108,2018-01-14,390009.0,1385.7700000000002,1404.95,1220.89,1353.595,549957.0200984156,6,Ethereum
109,2018-01-14,128481.0,42.09033333333335,47.29600000000001,39.101,42.158,3906795.3429793334,7,Ethereum Classic
110,2018-01-14,193579.0,258.6116666666667,280.0,222.0,236.29666666666665,929542.068843009,9,Litecoin
111,2018-01-14,16730.0,415.49,434.99,348.0,392.87,50853.37273905,11,Monero
112,2018-01-15,58453.0,20.4546,23.231,19.0113,19.3396,2280497.54,0,Binance Coin
113,2018-01-15,546268.0,13589.551666666664,14438.9,13100.0,13567.566666666668,79088.48395634678,1,Bitcoin
114,2018-01-15,118013.0,2521.41716825,2570.7,2230.0,2384.92,85188.90289511245,2,Bitcoin Cash
115,2018-01-15,84935.0,13.25,14.7,12.67,12.795,6940200.694424979,5,EOS.IO
116,2018-01-15,343325.0,1354.0016666666666,1386.0,1250.0,1274.4133333333334,451644.80044742796,6,Ethereum
117,2018-01-15,60533.0,42.2845,43.983,31.499,39.98566666666667,1770806.6934264342,7,Ethereum Classic
118,2018-01-15,134214.0,236.475,247.48,227.6,231.158,558880.068778486,9,Litecoin
119,2018-01-15,19527.0,392.61,449.18,381.58,412.64,73074.09093584,11,Monero
120,2018-01-16,127995.0,19.4376,19.4475,9.89,13.1996,9933431.45,0,Binance Coin
121,2018-01-16,1375839.0,13564.425,13643.66,9035.0,11228.081666666669,312718.0162774684,1,Bitcoin
122,2018-01-16,286380.0,2387.112,2411.8,1500.0,1773.9620000000002,243490.54207693605,2,Bitcoin Cash
123,2018-01-16,195652.0,12.795,13.1,8.01,9.905,23660814.41808775,5,EOS.IO
124,2018-01-16,936933.0,1273.9633333333334,1285.57,780.0,1036.246666666667,1924171.2449073207,6,Ethereum
125,2018-01-16,124952.0,40.03066666666667,40.35,20.11,27.83533333333333,4366925.475434634,7,Ethereum Classic
126,2018-01-16,425243.0,231.15833333333333,242.0,135.67,183.858,2572844.863704544,9,Litecoin
127,2018-01-16,32827.0,412.58,419.41,255.66,316.595,141382.02697154,11,Monero
128,2018-01-17,123351.0,13.0262,15.7,9.4001,14.105,9971697.17,0,Binance Coin
129,2018-01-17,1484055.0,11229.81,12358.89,9005.0,11097.348333333332,332078.52445758966,1,Bitcoin
130,2018-01-17,232566.0,1773.11,2150.0,1319.3,1744.4520000000002,195878.4453657575,2,Bitcoin Cash
131,2018-01-17,179811.0,9.875,10.563,7.5,10.095,20854316.19878828,5,EOS.IO
132,2018-01-17,1077261.0,1035.9466666666667,1164.0,755.0,1014.5566666666668,2378644.097217861,6,Ethereum
133,2018-01-17,99464.0,27.81166666666667,32.001,21.8,28.681,3085559.119347419,7,Ethereum Classic
134,2018-01-17,417230.0,183.824,216.0,135.0,186.08166666666668,2847549.5015818113,9,Litecoin
135,2018-01-17,26861.0,316.22,341.39,225.1,318.9,107144.18504602001,11,Monero
136,2018-01-18,102612.0,14.1191,15.9,13.0203,14.1397,6699252.37,0,Binance Coin
137,2018-01-18,1058896.0,11090.39,12262.3,10435.33,11150.153333333335,204840.96605797543,1,Bitcoin
138,2018-01-18,136626.0,1745.5780000000002,2020.18,1635.49,1709.7425,99397.05726599852,2,Bitcoin Cash
139,2018-01-18,130753.0,10.095,11.481,9.55,10.216,13842773.061698964,5,EOS.IO
140,2018-01-18,693681.0,1015.36,1115.0,924.21,1010.2416666666668,1282927.042838298,6,Ethereum
141,2018-01-18,79381.0,28.891,33.58,27.01,29.605,2476590.573267407,7,Ethereum Classic
142,2018-01-18,257722.0,186.1483333333333,211.0,170.5,189.94166666666663,1603018.1697530502,9,Litecoin
143,2018-01-18,16128.0,320.665,353.39,297.79,311.5,60862.75985427,11,Monero
144,2018-01-19,53694.0,14.0405,15.4799,13.501,14.9447,3004070.17,0,Binance Coin
145,2018-01-19,716681.0,11154.763333333334,12050.39,10360.0,11519.118333333332,125517.87354561151,1,Bitcoin
146,2018-01-19,90417.0,1713.2620000000004,1900.0,1666.0,1756.9433333333334,61492.66311737636,2,Bitcoin Cash
147,2018-01-19,128502.0,10.2105,11.85,9.58,11.1325,12645612.609191833,5,EOS.IO
148,2018-01-19,432327.0,1010.0266666666668,1105.0,941.0,1037.43,662909.228407604,6,Ethereum
149,2018-01-19,68807.0,29.608,34.69,28.07,31.7325,1711497.3611292609,7,Ethereum Classic
150,2018-01-19,159376.0,189.83166666666668,203.92,176.04,192.56500000000003,859790.100939201,9,Litecoin
151,2018-01-19,17124.0,311.3350000000001,371.55,300.96,364.27,84209.19374008,11,Monero
152,2018-01-20,48174.0,14.9447,16.68,14.8249,16.1712,2617140.33,0,Binance Coin
153,2018-01-20,670058.0,11520.573333333336,13099.0,11407.0,12777.483333333332,115821.30403565285,1,Bitcoin
154,2018-01-20,98408.0,1760.332,2127.9,1742.1,2025.126,79329.68199073728,2,Bitcoin Cash
155,2018-01-20,196713.0,11.1275,15.95,11.036,15.592,19805879.612504218,5,EOS.IO
156,2018-01-20,353296.0,1038.2283333333332,1171.0,1029.2,1151.1466666666668,562672.2585686053,6,Ethereum
157,2018-01-20,51558.0,31.745,35.727,31.463,34.9795,1207116.0141216847,7,Ethereum Classic
158,2018-01-20,141398.0,192.835,216.6,190.67,210.69333333333336,726578.4074940924,9,Litecoin
159,2018-01-20,18087.0,365.655,409.74,353.59,382.79,79860.85250445,11,Monero
160,2018-01-21,61776.0,16.1602,16.26,13.0339,14.1334,3318645.79,0,Binance Coin
161,2018-01-21,784569.0,12780.078333333331,12845.8,10965.0,11529.506666666668,135147.84027231915,1,Bitcoin
162,2018-01-21,98182.0,2025.806,2039.4,1684.1,1769.8633333333337,72483.05966189266,2,Bitcoin Cash
163,2018-01-21,219823.0,15.5835,15.82,11.992,13.470999999999998,21800764.91574943,5,EOS.IO
164,2018-01-21,429892.0,1150.7883333333332,1158.0,925.11,1048.0600000000004,642041.4962971316,6,Ethereum
165,2018-01-21,57042.0,35.131,36.288,28.685,30.36633333333333,1400091.4733880074,7,Ethereum Classic
166,2018-01-21,147465.0,210.3375,211.65,180.0,190.52166666666668,691543.02974703,9,Litecoin
167,2018-01-21,13983.0,382.2,415.0,328.29,346.21,47418.17051845,11,Monero
168,2018-01-22,56545.0,14.1334,14.4978,11.6101,12.91,2874062.64,0,Binance Coin
169,2018-01-22,850730.0,11534.773333333333,11968.5,9900.24,10787.840000000002,163075.60361209404,1,Bitcoin
170,2018-01-22,102597.0,1775.55,1821.31,1501.1,1606.2320000000002,75107.47127525804,2,Bitcoin Cash
171,2018-01-22,208199.0,13.4875,15.28,12.449000000000002,13.4905,21642223.733293857,5,EOS.IO
172,2018-01-22,493581.0,1049.2333333333331,1092.0,908.0,997.19,791177.995920732,6,Ethereum
173,2018-01-22,62256.0,30.3625,33.24,26.23,29.113000000000003,1396182.5360664167,7,Ethereum Classic
174,2018-01-22,166918.0,190.6133333333333,196.0,163.44,179.236,881346.665456647,9,Litecoin
175,2018-01-22,17678.0,347.39,362.38,285.0,313.86,64473.08323085,11,Monero
176,2018-01-23,49890.0,12.9149,13.9,11.637,13.1022,2336223.77,0,Binance Coin
177,2018-01-23,815128.0,10788.008333333331,11456.0,9900.0,10819.316666666668,152653.53966853095,1,Bitcoin
178,2018-01-23,83163.0,1607.542,1699.0,1480.0,1615.484,59441.97799624078,2,Bitcoin Cash
